cds,stype,name,sname,snum,dname,dnum,cname,cnum,flag,pcttest,api00,api99,target,growth,sch.wide,comp.imp,both,awards,meals,ell,yr.rnd,mobility,acs.k3,acs.46,acs.core,pct.resp,not.hsg,hsg,some.col,col.grad,grad.sch,avg.ed,full,emer,enroll,api.stu
19646916014856,E,Mitchell (Billy,Mitchell (Billy) Elementary,1445,Lawndale Elementary,372,Los Angeles,18,NA,100,563,504,15,59,Yes,Yes,Yes,Yes,65,40,NA,18,19,31,NA,3,21,29,36,14,0,2.430000066757202,89,8,456,415
19646916014864,E,Addams (Jane) E,Addams (Jane) Elementary,1446,Lawndale Elementary,372,Los Angeles,18,NA,99,572,490,16,82,Yes,Yes,Yes,Yes,78,36,NA,11,20,30,NA,5,36,39,25,0,0,1.8899999856948853,89,9,579,508
19646916014906,E,Twain (Mark) El,Twain (Mark) Elementary,1447,Lawndale Elementary,372,Los Angeles,18,NA,100,692,666,7,26,Yes,Yes,Yes,Yes,46,19,NA,11,19,31,NA,5,31,13,31,19,6,2.559999942779541,93,19,322,287
19646916014914,E,Roosevelt (F.D.,Roosevelt (F.D.) Elementary,1448,Lawndale Elementary,372,Los Angeles,18,NA,100,496,439,18,57,Yes,Yes,Yes,Yes,83,51,NA,22,20,31,NA,5,47,23,17,13,0,1.9700000286102295,90,14,573,445
19646916014930,E,Green (William),Green (William) Elementary,1449,Lawndale Elementary,372,Los Angeles,18,NA,100,554,524,14,30,Yes,Yes,Yes,Yes,76,41,NA,14,20,31,NA,2,27,33,13,20,7,2.4700000286102295,95,14,628,538
19647096014948,E,Buford Elementa,Buford Elementary,1450,Lennox Elementary,379,Los Angeles,18,NA,100,469,438,18,31,Yes,Yes,Yes,Yes,96,83,NA,10,21,28,NA,5,59,22,19,0,0,1.590000033378601,65,39,614,553
19647096014963,E,Jefferson Eleme,Jefferson Elementary,1451,Lennox Elementary,379,Los Angeles,18,NA,92,461,402,20,59,Yes,Yes,Yes,No,93,79,No,7,20,31,NA,2,50,31,13,6,0,1.75,73,31,795,670
19647096014989,E,Whelan Elementa,Whelan Elementary,1452,Lennox Elementary,379,Los Angeles,18,NA,96,478,413,19,65,Yes,Yes,Yes,Yes,99,91,No,8,23,33,NA,1,40,40,0,20,0,2,68,29,392,338
19647176014997,E,Cresson Element,Cresson Elementary,1453,Little Lake City Elem,385,Los Angeles,18,NA,94,612,530,14,82,Yes,Yes,Yes,No,64,29,NA,11,20,30,NA,61,15,29,46,0,10,2.619999885559082,69,27,323,270
19647176015036,E,Jersey Avenue E,Jersey Avenue Elementary,1454,Little Lake City Elem,385,Los Angeles,18,NA,98,573,562,12,11,No,Yes,No,No,61,35,NA,12,19,28,NA,49,13,31,39,2,15,2.75,83,13,314,271
19647176015044,M,Lake Center Ele,Lake Center Elementary,1455,Little Lake City Elem,385,Los Angeles,18,NA,100,566,562,12,4,No,No,No,No,58,15,NA,11,NA,30,28,26,18,24,45,0,13,2.6600000858306885,71,24,907,792
19647176015051,E,Lakeland Elemen,Lakeland Elementary,1456,Little Lake City Elem,385,Los Angeles,18,NA,100,602,554,12,48,Yes,Yes,Yes,Yes,69,30,NA,21,18,29,NA,67,15,25,46,0,14,2.7200000286102295,76,16,307,243
19647176015069,M,Lakeside Elemen,Lakeside Elementary,1457,Little Lake City Elem,385,Los Angeles,18,NA,99,566,562,12,4,No,No,No,No,53,27,NA,12,NA,30,27,54,17,28,44,0,11,2.5999999046325684,78,19,746,598
19647176015077,E,Lakeview Elemen,Lakeview Elementary,1458,Little Lake City Elem,385,Los Angeles,18,NA,99,635,595,10,40,Yes,Yes,Yes,Yes,50,14,NA,18,19,28,NA,31,10,27,48,1,15,2.859999895095825,52,44,337,275
19647176015085,E,Paddison Elemen,Paddison Elementary,1459,Little Lake City Elem,385,Los Angeles,18,NA,93,599,569,12,30,Yes,No,No,No,69,34,NA,18,19,29,NA,37,19,28,37,0,17,2.690000057220459,69,23,353,265
19647176015093,E,Studebaker Elem,Studebaker Elementary,1460,Little Lake City Elem,385,Los Angeles,18,NA,100,613,579,11,34,Yes,Yes,Yes,Yes,53,26,NA,12,18,30,NA,35,7,20,54,0,20,3.069999933242798,55,34,388,342
19647176015101,E,Orr (William W.,Orr (William W.) Elementary,1461,Little Lake City Elem,385,Los Angeles,18,NA,98,582,522,14,60,Yes,Yes,Yes,Yes,66,35,NA,17,19,29,NA,59,15,30,46,1,8,2.5799999237060547,82,21,319,262
19647251930411,H,Avalon (K-12),Avalon (K-12),1462,Long Beach Unified,395,Los Angeles,18,NA,99,626,596,10,30,Yes,Yes,Yes,Yes,26,33,NA,16,17,30,25,84,23,26,23,21,7,2.609999895095825,90,13,603,561
19647251934470,H,Jordan High,Jordan High,1463,Long Beach Unified,395,Los Angeles,18,NA,96,484,472,16,12,No,No,No,No,53,31,NA,14,NA,NA,33,80,30,33,19,15,2,2.2699999809265137,76,22,2800,2403
19647251934678,H,Lakewood High,Lakewood High,1464,Long Beach Unified,395,Los Angeles,18,NA,98,601,592,10,9,No,Yes,No,No,31,19,NA,10,NA,NA,30,92,20,20,28,28,5,2.7899999618530273,82,16,3138,2767
19647251935758,H,Millikan Senior,Millikan Senior High,1465,Long Beach Unified,395,Los Angeles,18,NA,97,595,586,11,9,No,No,No,No,35,24,NA,6,NA,NA,33,88,26,16,26,24,8,2.7100000381469727,84,13,3337,3126
19647251936947,H,Polytechnic Hig,Polytechnic High,1466,Long Beach Unified,395,Los Angeles,18,NA,98,661,635,8,26,Yes,Yes,Yes,Yes,43,16,NA,18,NA,NA,33,88,20,16,25,27,12,2.9700000286102295,83,16,3345,3031
19647251939875,H,Wilson High,Wilson High,1467,Long Beach Unified,395,Los Angeles,18,NA,98,623,582,11,41,Yes,Yes,Yes,Yes,40,25,NA,13,NA,NA,28,90,23,15,23,26,13,2.9000000953674316,81,19,2481,2115
19647251995539,H,California Acad,California Academy of Mathematics & Scie,1468,Long Beach Unified,395,Los Angeles,18,NA,99,912,909,NA,3,Yes,Yes,Yes,Yes,34,0,NA,0,NA,NA,31,95,14,8,24,36,18,3.369999885559082,73,27,449,319
19647251995851,H,Savannah Academ,Savannah Academy (Grade 9),1469,Long Beach Unified,395,Los Angeles,18,NA,95,524,468,17,56,Yes,Yes,Yes,Yes,73,38,NA,NA,NA,NA,30,83,27,25,21,26,2,2.509999990463257,67,33,167,148
19647251995935,H,Cabrillo (Juan ,Cabrillo (Juan Rodriguez) High,1470,Long Beach Unified,395,Los Angeles,18,NA,91,434,429,19,5,No,No,No,No,54,46,NA,14,NA,NA,35,86,33,30,20,15,2,2.2300000190734863,81,17,1082,826
19647256015119,E,Addams Elementa,Addams Elementary,1471,Long Beach Unified,395,Los Angeles,18,NA,100,632,538,13,94,Yes,Yes,Yes,Yes,91,66,No,16,20,30,NA,68,48,24,18,10,0,1.909999966621399,55,33,763,708
19647256015135,E,Barton Elementa,Barton Elementary,1472,Long Beach Unified,395,Los Angeles,18,NA,99,561,537,13,24,Yes,Yes,Yes,Yes,83,28,NA,21,19,34,NA,63,7,39,25,26,3,2.7899999618530273,45,41,750,637
19647256015143,E,Birney Elementa,Birney Elementary,1473,Long Beach Unified,395,Los Angeles,18,NA,100,691,630,9,61,Yes,Yes,Yes,Yes,71,34,NA,19,21,33,NA,83,13,34,26,24,4,2.7200000286102295,65,16,604,534
19647256015150,E,Bixby Elementar,Bixby Elementary,1474,Long Beach Unified,395,Los Angeles,18,NA,100,657,567,12,90,Yes,Yes,Yes,Yes,64,19,NA,25,19,32,NA,94,23,46,17,14,1,2.240000009536743,90,3,403,338
19647256015168,E,Bryant Elementa,Bryant Elementary,1475,Long Beach Unified,395,Los Angeles,18,NA,99,650,631,8,19,Yes,No,No,No,78,33,NA,21,19,32,NA,80,19,37,26,11,8,2.5199999809265137,85,15,262,241
19647256015184,E,Burbank Element,Burbank Elementary,1476,Long Beach Unified,395,Los Angeles,18,NA,99,573,536,13,37,Yes,Yes,Yes,Yes,100,63,No,16,20,29,NA,68,29,29,26,13,3,2.3299999237060547,73,18,660,610
19647256015192,E,Burcham Element,Burcham Elementary,1477,Long Beach Unified,395,Los Angeles,18,NA,100,609,597,10,12,Yes,Yes,Yes,Yes,67,41,NA,24,21,33,NA,83,28,27,24,15,5,2.430000066757202,80,18,553,498
19647256015200,E,Burnett Element,Burnett Elementary,1478,Long Beach Unified,395,Los Angeles,18,NA,100,553,466,17,87,Yes,Yes,Yes,Yes,100,70,No,11,19,35,NA,82,62,25,9,3,0,1.5399999618530273,73,17,637,613
19647256015218,E,Burroughs Eleme,Burroughs Elementary,1479,Long Beach Unified,395,Los Angeles,18,NA,100,707,740,3,-33,No,No,No,No,56,24,NA,20,20,34,NA,87,11,32,25,28,4,2.819999933242798,85,10,261,234
19647256015242,E,Carver Elementa,Carver Elementary,1480,Long Beach Unified,395,Los Angeles,18,NA,100,645,697,5,-52,No,No,No,No,49,25,NA,20,19,32,NA,71,12,21,28,27,13,3.0899999141693115,79,6,446,397
19647256015259,E,Cleveland Eleme,Cleveland Elementary,1481,Long Beach Unified,395,Los Angeles,18,NA,100,639,652,7,-13,No,No,No,No,53,30,NA,19,23,34,NA,97,19,23,31,20,7,2.7300000190734863,88,12,528,480
19647256015267,E,Cubberley Eleme,Cubberley Elementary,1482,Long Beach Unified,395,Los Angeles,18,NA,99,756,728,4,28,Yes,Yes,Yes,Yes,40,13,NA,49,20,32,30,95,11,20,30,25,14,3.0999999046325684,91,6,966,907
19647256015275,E,Edison Elementa,Edison Elementary,1483,Long Beach Unified,395,Los Angeles,18,NA,100,570,468,17,102,Yes,Yes,Yes,Yes,100,84,No,22,19,NA,NA,92,80,15,3,1,0,1.2699999809265137,49,39,442,397
19647256015283,E,Emerson Element,Emerson Elementary,1484,Long Beach Unified,395,Los Angeles,18,NA,100,614,536,13,78,Yes,Yes,Yes,Yes,71,41,NA,22,23,32,NA,87,27,27,25,15,5,2.430000066757202,81,6,452,423
19647256015309,E,Fremont Element,Fremont Elementary,1485,Long Beach Unified,395,Los Angeles,18,NA,100,799,765,2,34,Yes,No,No,No,50,12,NA,14,20,34,NA,94,10,16,26,28,20,3.319999933242798,95,5,290,263
19647256015317,E,Gant Elementary,Gant Elementary,1486,Long Beach Unified,395,Los Angeles,18,NA,99,843,851,NA,-8,Yes,No,No,No,22,5,NA,12,19,34,NA,89,4,12,17,35,32,3.7899999618530273,83,8,463,439
19647256015325,E,Garfield Elemen,Garfield Elementary,1487,Long Beach Unified,395,Los Angeles,18,NA,100,519,471,16,48,Yes,Yes,Yes,Yes,90,70,NA,13,20,34,NA,87,44,27,17,9,2,1.9800000190734863,48,33,792,723
19647256015333,E,Gompers Element,Gompers Elementary,1488,Long Beach Unified,395,Los Angeles,18,NA,99,614,541,13,73,Yes,Yes,Yes,Yes,67,48,NA,29,19,33,NA,93,46,26,17,9,2,1.9500000476837158,77,13,628,551
19647256015341,E,Grant Elementar,Grant Elementary,1489,Long Beach Unified,395,Los Angeles,18,NA,100,568,507,15,61,Yes,Yes,Yes,Yes,84,55,No,16,20,33,NA,74,33,47,14,4,2,1.9600000381469727,78,15,1029,938
19647256015358,E,Harte Elementar,Harte Elementary,1490,Long Beach Unified,395,Los Angeles,18,NA,100,590,552,12,38,Yes,Yes,Yes,Yes,89,58,No,16,19,33,NA,95,29,39,22,7,2,2.130000114440918,58,29,837,776
19647256015366,E,Henry Elementar,Henry Elementary,1491,Long Beach Unified,395,Los Angeles,18,NA,99,620,574,11,46,Yes,Yes,Yes,Yes,65,48,NA,25,19,32,NA,75,28,23,20,15,13,2.619999885559082,79,13,551,518
19647256015374,E,Holmes Elementa,Holmes Elementary,1492,Long Beach Unified,395,Los Angeles,18,NA,100,640,591,10,49,Yes,Yes,Yes,Yes,72,26,NA,20,20,34,NA,78,12,26,39,19,4,2.7799999713897705,66,24,464,397
19647256015382,E,Hudson Elementa,Hudson Elementary,1493,Long Beach Unified,395,Los Angeles,18,NA,100,637,622,9,15,Yes,No,No,No,78,30,NA,28,19,29,29,88,24,25,24,22,5,2.5899999141693115,59,23,891,844
19647256015390,E,Keller Elementa,Keller Elementary,1494,Long Beach Unified,395,Los Angeles,18,NA,100,483,480,16,3,No,No,No,No,82,63,NA,19,20,33,NA,100,55,24,15,5,1,1.7100000381469727,86,11,505,476
19647256015408,E,Kettering Eleme,Kettering Elementary,1495,Long Beach Unified,395,Los Angeles,18,NA,100,705,675,6,30,Yes,Yes,Yes,Yes,45,14,NA,17,19,34,NA,91,12,16,22,27,24,3.359999895095825,92,4,264,248
19647256015416,E,King Elementary,King Elementary,1496,Long Beach Unified,395,Los Angeles,18,NA,100,547,520,14,27,Yes,No,No,No,90,66,No,19,19,29,NA,81,42,25,20,10,4,2.0799999237060547,55,25,705,628
19647256015424,E,Lafayette Eleme,Lafayette Elementary,1497,Long Beach Unified,395,Los Angeles,18,NA,100,604,529,14,75,Yes,Yes,Yes,Yes,100,68,No,12,20,35,NA,89,48,33,13,6,1,1.7799999713897705,37,53,591,560
19647256015432,E,Lee Elementary,Lee Elementary,1498,Long Beach Unified,395,Los Angeles,18,NA,100,576,496,15,80,Yes,No,No,No,100,75,No,13,19,NA,NA,79,38,34,13,13,1,2.059999942779541,59,20,392,375
19647256015440,E,Lincoln Element,Lincoln Elementary,1499,Long Beach Unified,395,Los Angeles,18,NA,100,539,509,15,30,Yes,No,No,No,100,91,No,9,20,35,NA,54,52,25,11,9,3,1.8600000143051147,57,30,733,688
19647256015457,E,Longfellow Elem,Longfellow Elementary,1500,Long Beach Unified,395,Los Angeles,18,NA,99,777,752,2,25,Yes,Yes,Yes,Yes,37,11,NA,15,20,34,NA,96,4,32,23,31,10,3.109999895095825,84,9,669,596
19647256015465,E,Los Cerritos El,Los Cerritos Elementary,1501,Long Beach Unified,395,Los Angeles,18,NA,99,760,729,4,31,Yes,No,No,No,43,18,NA,25,20,33,NA,95,7,32,28,25,8,2.950000047683716,72,20,318,262
19647256015473,E,Lowell Elementa,Lowell Elementary,1502,Long Beach Unified,395,Los Angeles,18,NA,100,832,835,NA,-3,Yes,No,No,No,25,10,NA,16,20,34,NA,90,5,8,28,29,30,3.7100000381469727,91,3,450,397
19647256015481,E,Macarthur Eleme,Macarthur Elementary,1503,Long Beach Unified,395,Los Angeles,18,NA,100,573,545,13,28,Yes,Yes,Yes,Yes,67,48,NA,23,19,35,NA,82,31,33,18,12,6,2.2899999618530273,65,33,662,597
19647256015499,E,Madison Element,Madison Elementary,1504,Long Beach Unified,395,Los Angeles,18,NA,100,736,716,4,20,Yes,No,No,No,40,4,NA,13,19,34,NA,90,7,29,26,29,9,3.0399999618530273,89,8,445,410
19647256015507,E,Mann Elementary,Mann Elementary,1505,Long Beach Unified,395,Los Angeles,18,NA,98,627,567,12,60,Yes,Yes,Yes,Yes,79,25,NA,17,19,33,NA,88,13,27,36,18,6,2.7899999618530273,87,9,322,289
19647256015515,E,McKinley Elemen,McKinley Elementary,1506,Long Beach Unified,395,Los Angeles,18,NA,100,480,474,16,6,No,No,No,No,100,55,NA,19,20,34,NA,99,28,57,12,2,1,1.8899999856948853,54,29,675,594
19647256015523,E,Monroe Elementa,Monroe Elementary,1507,Long Beach Unified,395,Los Angeles,18,NA,100,579,535,13,44,Yes,Yes,Yes,Yes,69,48,NA,23,19,34,NA,96,38,24,25,9,4,2.180000066757202,80,11,479,434
19647256015531,E,Muir Elementary,Muir Elementary,1508,Long Beach Unified,395,Los Angeles,18,NA,100,566,544,13,22,Yes,No,No,No,88,46,NA,11,19,34,NA,99,30,33,23,12,3,2.25,80,10,654,605
19647256015549,E,Naples Elementa,Naples Elementary,1509,Long Beach Unified,395,Los Angeles,18,NA,100,791,762,2,29,Yes,Yes,Yes,Yes,35,16,NA,22,19,33,NA,92,6,23,18,38,15,3.3399999141693115,94,6,227,204
19647256015556,E,Newcomb Element,Newcomb Elementary,1510,Long Beach Unified,395,Los Angeles,18,NA,100,798,793,1,5,Yes,No,No,No,29,8,NA,26,19,34,30,88,6,14,25,33,22,3.5,76,12,907,843
19647256015572,E,Butler (Mary) E,Butler (Mary) Elementary,1511,Long Beach Unified,395,Los Angeles,18,NA,99,492,500,15,-8,No,No,No,No,89,48,NA,42,18,31,30,78,32,32,24,10,2,2.190000057220459,44,47,810,764
19647256015580,E,Prisk Elementar,Prisk Elementary,1512,Long Beach Unified,395,Los Angeles,18,NA,99,769,752,2,17,Yes,Yes,Yes,Yes,47,20,NA,17,16,25,NA,82,16,11,30,30,13,3.130000114440918,95,5,467,418
19647256015598,E,Riley Elementar,Riley Elementary,1513,Long Beach Unified,395,Los Angeles,18,NA,100,600,529,14,71,Yes,Yes,Yes,Yes,69,35,NA,23,20,35,NA,42,23,29,25,17,6,2.5299999713897705,73,16,604,551
19647256015606,E,Roosevelt Eleme,Roosevelt Elementary,1514,Long Beach Unified,395,Los Angeles,18,NA,100,592,545,13,47,Yes,Yes,Yes,Yes,100,84,No,15,20,NA,NA,88,60,23,12,4,0,1.6100000143051147,67,21,537,502
19647256015614,E,Signal Hill Ele,Signal Hill Elementary,1515,Long Beach Unified,395,Los Angeles,18,NA,99,667,625,9,42,Yes,Yes,Yes,Yes,85,52,No,18,19,34,NA,99,41,36,12,8,3,1.9700000286102295,80,16,621,577
19647256015622,E,Stevenson Eleme,Stevenson Elementary,1516,Long Beach Unified,395,Los Angeles,18,NA,100,597,543,13,54,Yes,Yes,Yes,Yes,100,71,No,15,20,34,NA,87,55,26,13,5,1,1.7100000381469727,68,32,590,565
19647256015630,E,Sutter Elementa,Sutter Elementary,1517,Long Beach Unified,395,Los Angeles,18,NA,100,596,601,10,-5,No,No,No,No,85,45,NA,17,19,33,NA,91,29,33,24,11,3,2.259999990463257,59,35,756,681
19647256015648,E,Tincher Element,Tincher Elementary,1518,Long Beach Unified,395,Los Angeles,18,NA,99,632,609,10,23,Yes,No,No,No,68,33,NA,70,19,29,NA,50,14,18,20,42,6,3.0799999237060547,86,9,653,584
19647256015655,E,Tucker Elementa,Tucker Elementary,1519,Long Beach Unified,395,Los Angeles,18,NA,100,491,446,18,45,Yes,Yes,Yes,Yes,100,62,NA,34,20,29,NA,66,48,34,14,3,1,1.75,79,12,379,350
19647256015663,E,Twain Elementar,Twain Elementary,1520,Long Beach Unified,395,Los Angeles,18,NA,99,814,783,1,31,Yes,No,No,No,28,9,NA,14,20,33,NA,78,3,9,29,36,23,3.6600000858306885,86,7,615,552
19647256015671,E,Webster Element,Webster Elementary,1521,Long Beach Unified,395,Los Angeles,18,NA,99,515,475,16,40,Yes,Yes,Yes,Yes,100,45,NA,19,19,32,NA,88,33,35,23,8,2,2.119999885559082,53,25,512,442
19647256015689,E,Whittier Elemen,Whittier Elementary,1522,Long Beach Unified,395,Los Angeles,18,NA,100,561,427,19,134,Yes,Yes,Yes,Yes,100,86,No,8,20,35,NA,91,44,37,14,5,0,1.809999942779541,48,31,795,772
19647256015697,E,Willard Element,Willard Elementary,1523,Long Beach Unified,395,Los Angeles,18,NA,99,602,561,12,41,Yes,Yes,Yes,Yes,100,69,No,9,20,34,NA,97,48,30,15,5,1,1.7999999523162842,87,9,622,596
19647256057772,M,Demille Middle,Demille Middle,1524,Long Beach Unified,395,Los Angeles,18,NA,100,525,512,14,13,No,No,No,No,72,48,NA,8,NA,32,31,69,35,25,19,18,3,2.2799999713897705,70,28,1215,1133
19647256057780,M,Hamilton Middle,Hamilton Middle,1525,Long Beach Unified,395,Los Angeles,18,NA,96,488,466,17,22,Yes,Yes,Yes,Yes,83,35,No,14,NA,31,29,76,28,33,20,15,4,2.3399999141693115,53,36,1669,1440
19647256057798,M,Hoover Middle,Hoover Middle,1526,Long Beach Unified,395,Los Angeles,18,NA,99,618,580,11,38,Yes,No,No,No,58,18,NA,15,NA,29,34,89,17,20,32,26,5,2.8299999237060547,68,25,1082,979
19647256057814,M,Lindbergh Middl,Lindbergh Middle,1527,Long Beach Unified,395,Los Angeles,18,NA,99,461,453,17,8,No,No,No,No,86,40,No,14,NA,30,30,58,23,30,22,22,3,2.5,63,34,1404,1259
19647256057822,M,Marshall Middle,Marshall Middle,1528,Long Beach Unified,395,Los Angeles,18,NA,99,582,548,13,34,Yes,No,No,No,71,35,NA,8,NA,30,32,54,16,27,27,25,6,2.7699999809265137,80,18,1205,1139
19647256057830,M,Rogers Middle,Rogers Middle,1529,Long Beach Unified,395,Los Angeles,18,NA,100,741,719,4,22,Yes,Yes,Yes,Yes,41,12,NA,11,NA,32,30,94,11,10,27,25,26,3.4600000381469727,84,13,781,701
19647256057848,M,Stephens Middle,Stephens Middle,1530,Long Beach Unified,395,Los Angeles,18,NA,100,552,554,12,-2,No,No,No,No,77,31,NA,14,NA,32,31,96,27,29,23,18,4,2.4200000762939453,61,36,1366,1199
19647256061337,M,Bancroft Middle,Bancroft Middle,1531,Long Beach Unified,395,Los Angeles,18,NA,99,723,742,3,-19,No,No,No,No,41,6,NA,10,NA,31,33,70,8,16,30,35,11,3.259999990463257,90,4,1284,1189
19647256061345,M,Franklin Middle,Franklin Middle,1532,Long Beach Unified,395,Los Angeles,18,NA,100,469,412,19,57,Yes,Yes,Yes,Yes,99,60,No,17,NA,29,33,60,43,24,18,12,2,2.059999942779541,78,24,1111,961
19647256061352,M,Hill Middle,Hill Middle,1533,Long Beach Unified,395,Los Angeles,18,NA,98,519,514,14,5,No,No,No,No,74,31,NA,11,NA,29,31,57,24,19,27,22,9,2.7300000190734863,68,30,1036,980
19647256061360,M,Hughes Middle,Hughes Middle,1534,Long Beach Unified,395,Los Angeles,18,NA,100,737,734,3,3,Yes,No,No,No,38,7,NA,10,NA,30,32,94,6,16,25,34,19,3.440000057220459,80,18,1463,1382
19647256061378,M,Stanford Middle,Stanford Middle,1535,Long Beach Unified,395,Los Angeles,18,NA,99,731,694,5,37,Yes,Yes,Yes,Yes,43,21,NA,6,NA,30,34,89,13,12,25,31,20,3.3299999237060547,82,12,1239,1185
19647256061386,M,Washington Midd,Washington Middle,1536,Long Beach Unified,395,Los Angeles,18,NA,97,483,433,18,50,Yes,Yes,Yes,Yes,100,64,NA,16,NA,28,28,90,52,30,12,6,1,1.75,74,21,1063,929
19647256093769,E,Buffum Elementa,Buffum Elementary,1537,Long Beach Unified,395,Los Angeles,18,NA,99,676,661,7,15,Yes,No,No,No,58,26,NA,17,18,36,NA,92,16,28,27,20,8,2.759999990463257,76,21,346,317
19647256108013,E,International E,International Elementary,1538,Long Beach Unified,395,Los Angeles,18,NA,100,551,497,15,54,Yes,Yes,Yes,Yes,100,69,NA,17,20,35,NA,100,50,37,11,2,0,1.659999966621399,70,26,512,497
19647256109292,E,Alvarado (Juan ,Alvarado (Juan Bautista) Elementary,1539,Long Beach Unified,395,Los Angeles,18,NA,100,700,711,4,-11,No,No,No,No,80,51,NA,11,20,34,NA,94,26,27,30,13,4,2.440000057220459,83,14,295,277
19647256112056,E,Robinson (Jacki,Robinson (Jackie) Elementary,1540,Long Beach Unified,395,Los Angeles,18,NA,98,641,562,12,79,Yes,Yes,Yes,Yes,73,39,No,27,20,33,31,83,24,21,24,27,4,2.6700000762939453,50,45,727,665
19647331930650,H,Banning (Phinea,Banning (Phineas) Senior High,1541,Los Angeles Unified,401,Los Angeles,18,NA,93,484,507,15,-23,No,No,No,No,79,23,NA,7,NA,NA,24,83,48,26,13,12,2,1.9299999475479126,77,20,2415,2007
19647331930866,H,Bell Senior Hig,Bell Senior High,1542,Los Angeles Unified,401,Los Angeles,18,NA,97,483,483,16,0,No,No,No,No,90,31,No,6,NA,NA,28,80,57,25,10,7,1,1.7100000381469727,77,22,3477,3046
19647331930924,H,Belmont Senior ,Belmont Senior High,1543,Los Angeles Unified,401,Los Angeles,18,NA,93,477,464,17,13,No,No,No,No,87,39,No,12,NA,NA,26,74,58,20,9,11,1,1.7799999713897705,82,15,3467,2890
19647331931047,H,Birmingham Seni,Birmingham Senior High,1544,Los Angeles Unified,401,Los Angeles,18,NA,97,560,552,12,8,No,No,No,No,37,20,NA,14,NA,NA,26,1,13,16,22,50,0,3.0899999141693115,73,14,2234,2033
19647331931070,H,Mid City Magnet,Mid City Magnet,1545,Los Angeles Unified,401,Los Angeles,18,NA,95,508,456,17,52,Yes,Yes,Yes,Yes,82,15,NA,33,19,32,21,49,12,27,20,38,3,2.940000057220459,75,25,296,268
19647331931476,H,Canoga Park Sen,Canoga Park Senior High,1546,Los Angeles Unified,401,Los Angeles,18,NA,93,546,506,15,40,Yes,Yes,Yes,Yes,76,29,NA,15,NA,NA,27,80,41,22,15,19,3,2.200000047683716,74,13,1499,1111
19647331931526,H,Carson Senior H,Carson Senior High,1547,Los Angeles Unified,401,Los Angeles,18,NA,95,540,532,13,8,No,No,No,No,47,8,NA,11,NA,NA,27,71,18,23,23,33,3,2.809999942779541,75,20,2352,2020
19647331931708,H,Chatsworth Seni,Chatsworth Senior High,1548,Los Angeles Unified,401,Los Angeles,18,NA,97,620,582,11,38,Yes,Yes,Yes,Yes,29,19,NA,15,NA,NA,29,82,19,20,19,33,9,2.940000057220459,71,24,2409,2192
19647331931864,H,Cleveland (Grov,Cleveland (Grover) High,1549,Los Angeles Unified,401,Los Angeles,18,NA,96,607,604,10,3,No,No,No,No,79,24,NA,13,NA,NA,29,74,24,16,16,27,17,2.9700000286102295,75,18,2014,1715
19647331932128,H,Crenshaw Senior,Crenshaw Senior High,1550,Los Angeles Unified,401,Los Angeles,18,NA,93,452,459,17,-7,No,No,No,No,70,9,NA,19,NA,NA,27,81,17,24,26,29,4,2.7899999618530273,65,23,2036,1687
19647331932383,H,Dorsey (Susan M,Dorsey (Susan Miller) Senior H,1551,Los Angeles Unified,401,Los Angeles,18,NA,92,440,439,18,1,No,No,No,No,66,21,NA,26,NA,NA,25,68,25,22,24,25,4,2.619999885559082,68,29,1378,1144
19647331932540,H,Eagle Rock Juni,Eagle Rock Junior-Senior High,1552,Los Angeles Unified,401,Los Angeles,18,NA,98,629,611,9,18,Yes,Yes,Yes,Yes,58,15,NA,23,NA,NA,28,73,19,19,18,36,7,2.930000066757202,74,22,2218,2013
19647331932623,H,El Camino Real ,El Camino Real Senior High,1553,Los Angeles Unified,401,Los Angeles,18,NA,98,737,716,4,21,Yes,No,No,No,13,10,NA,6,NA,NA,30,85,9,14,21,39,18,3.450000047683716,79,14,2499,2340
19647331932847,H,Los Angeles Cen,Los Angeles Center for Enriched Studies,1554,Los Angeles Unified,401,Los Angeles,18,NA,100,804,802,NA,2,Yes,No,No,No,34,1,NA,10,NA,32,22,77,2,7,18,45,28,3.890000104904175,92,3,1266,1214
19647331932888,H,Downtown Busine,Downtown Business High,1555,Los Angeles Unified,401,Los Angeles,18,NA,98,593,595,10,-2,No,No,No,No,72,21,NA,12,NA,NA,25,72,36,21,15,22,6,2.4100000858306885,81,14,637,594
19647331932920,H,Fairfax Senior ,Fairfax Senior High,1556,Los Angeles Unified,401,Los Angeles,18,NA,97,547,545,13,2,No,No,No,No,58,30,NA,19,NA,NA,25,21,23,23,15,29,10,2.799999952316284,85,15,1689,1270
